order_id,customer_id,order_date,category,unit_price,quantity,country,is_returned,revenue
O524638,C113223,2023-01-25,Fashion,138.56,1,United Kingdom,True,0.0
O502860,C101501,2023-01-25,Fashion,122.58,1,Australia,True,0.0
O514684,C107876,2023-01-25,Home & Kitchen,85.85,1,Australia,False,85.85
O517633,C109405,2023-01-25,Fashion,90.2,1,United Kingdom,False,90.2
O510063,C105371,2023-01-25,Home & Kitchen,108.01,1,United Kingdom,False,108.01
O526984,C114468,2023-01-25,Sports & Outdoors,152.86,1,United Kingdom,False,152.86
O524991,C113403,2023-01-25,Sports & Outdoors,101.86,1,United Kingdom,False,101.86
O507361,C103874,2023-01-25,Home & Kitchen,250.0,1,United Kingdom,False,250.0
O504222,C102210,2023-01-25,Sports & Outdoors,266.99,1,France,False,266.99
O509168,C104855,2023-01-25,Sports & Outdoors,227.75,1,United Kingdom,False,227.75
O515304,C108185,2023-01-25,Home & Kitchen,104.99,1,Germany,False,104.99
O509546,C105084,2023-01-25,Books,18.18,1,Germany,False,18.18
O529098,C115623,2023-01-25,Fashion,180.0,1,Spain,False,180.0
O502614,C101383,2023-01-25,Electronics,722.33,1,Spain,False,722.33
O525198,C113531,2023-01-25,Books,30.07,1,Ireland,False,30.07
O533093,C117628,2023-01-25,Books,34.68,1,Netherlands,False,34.68
O500513,C100317,2023-01-25,Fashion,141.23,1,Australia,False,141.23
O529974,C116040,2023-01-25,Sports & Outdoors,315.48,5,United States,False,1577.4
O512304,C106611,2023-01-25,Electronics,553.98,3,Spain,False,1661.94
O519822,C110611,2023-01-25,Sports & Outdoors,187.21,5,Spain,False,936.05
O503663,C101917,2023-01-25,Home & Kitchen,185.8,1,Netherlands,False,185.8
O527625,C114778,2023-01-25,Toys,124.94,1,Germany,False,124.94
O513394,C107203,2023-01-25,Electronics,376.78,1,Spain,False,376.78
O535730,C119058,2023-01-25,Fashion,95.05,4,United Kingdom,False,380.2
O527840,C114909,2023-01-25,Fashion,172.01,5,United Kingdom,False,860.05
O518418,C109836,2023-01-25,Home & Kitchen,187.55,1,United Kingdom,False,187.55
O525591,C113725,2023-01-25,Sports & Outdoors,220.51,1,United Kingdom,False,220.51
O504645,C102422,2023-01-25,Sports & Outdoors,142.33,1,Australia,False,142.33
O512611,C106797,2023-01-25,Electronics,283.58,5,Spain,False,1417.9
O528614,C115359,2023-01-25,Fashion,55.14,3,United Kingdom,True,0.0
O502352,C101248,2023-01-25,Toys,110.21,1,Spain,False,110.21
O535060,C118695,2023-01-25,Electronics,383.99,2,United Kingdom,False,767.98
O530400,C116245,2023-01-25,Fashion,54.95,1,United Kingdom,False,54.95
O529371,C115770,2023-01-25,Home & Kitchen,112.77,5,Ireland,True,0.0
O511317,C106064,2023-01-26,Home & Kitchen,180.52,1,United Kingdom,False,180.52
O533305,C117737,2023-01-26,Sports & Outdoors,400.0,1,Germany,False,400.0
O520565,C110987,2023-01-26,Electronics,735.33,1,Spain,False,735.33
O527824,C114898,2023-01-26,Sports & Outdoors,294.33,5,United Kingdom,False,1471.65
O531431,C116767,2023-01-26,Electronics,763.27,1,Germany,False,763.27
O516738,C108960,2023-01-26,Books,34.11,1,United Kingdom,False,34.11
O520162,C110776,2023-01-26,Books,24.02,1,United States,False,24.02
O523709,C112701,2023-01-26,Fashion,105.19,1,Australia,True,0.0
O520471,C110945,2023-01-26,Fashion,75.75,1,United Kingdom,False,75.75
O534859,C118576,2023-01-26,Sports & Outdoors,400.0,1,United Kingdom,False,400.0
O533417,C117805,2023-01-26,Electronics,306.37,2,France,False,612.74
O529420,C115787,2023-01-26,Books,44.24,1,United Kingdom,False,44.24
O505349,C102796,2023-01-26,Fashion,124.62,5,United Kingdom,False,623.1
O511253,C106029,2023-01-26,Home & Kitchen,91.09,1,Netherlands,False,91.09
O509692,C105163,2023-01-26,Books,47.94,1,France,False,47.94
O531927,C117003,2023-01-26,Home & Kitchen,173.65,2,France,False,347.3
O501909,C101009,2023-01-26,Fashion,170.9,4,United Kingdom,False,683.6
O524033,C112883,2023-01-26,Fashion,59.77,2,France,False,119.54
O517986,C109605,2023-01-26,Fashion,119.24,1,United States,False,119.24
O530153,C116131,2023-01-26,Toys,51.54,1,United Kingdom,True,0.0
O505387,C102819,2023-01-26,Fashion,114.57,1,United Kingdom,False,114.57
O507771,C104098,2023-01-26,Fashion,58.55,1,Germany,False,58.55
O502976,C101573,2023-01-26,Electronics,325.3,3,United Kingdom,False,975.9
O523577,C112622,2023-01-26,Books,60.0,4,United States,False,240.0
O509515,C105070,2023-01-26,Fashion,83.41,1,United Kingdom,False,83.41
O535181,C118767,2023-01-26,Electronics,588.1,1,United Kingdom,False,588.1
O531282,C116687,2023-01-26,Sports & Outdoors,200.36,2,France,False,400.72
O517321,C109238,2023-01-26,Fashion,178.49,1,United Kingdom,False,178.49
O500913,C100519,2023-01-26,Fashion,84.76,1,Spain,False,84.76
O515141,C108086,2023-01-26,Toys,47.72,1,United Kingdom,False,47.72
O526117,C113989,2023-01-26,Books,28.9,1,United Kingdom,False,28.9
O526105,C113987,2023-01-26,Sports & Outdoors,391.44,1,United Kingdom,True,0.0
O502260,C101188,2023-01-26,Electronics,266.88,1,Australia,True,0.0
O525300,C113572,2023-01-26,Fashion,125.74,4,United States,False,502.96
O520949,C111189,2023-01-26,Home & Kitchen,91.23,1,Germany,False,91.23
O534363,C118294,2023-01-26,Sports & Outdoors,159.49,1,Germany,False,159.49
O525080,C113450,2023-01-26,Books,60.0,1,Germany,False,60.0
O527203,C114563,2023-01-26,Beauty,37.95,4,United Kingdom,False,151.8
O510587,C105678,2023-01-26,Fashion,109.55,1,United States,False,109.55
O527499,C114700,2023-01-27,Fashion,99.71,1,France,False,99.71
O523605,C112636,2023-01-27,Toys,150.0,1,Ireland,False,150.0
O513388,C107202,2023-01-27,Fashion,57.35,1,United Kingdom,False,57.35
O514099,C107576,2023-01-27,Fashion,114.95,1,Germany,False,114.95
O522927,C112263,2023-01-27,Sports & Outdoors,201.44,1,Ireland,False,201.44
O533378,C117783,2023-01-27,Beauty,69.54,1,France,False,69.54
O503601,C101873,2023-01-27,Fashion,71.07,1,United Kingdom,False,71.07
O522993,C112296,2023-01-27,Sports & Outdoors,147.07,1,France,False,147.07
O530748,C116413,2023-01-27,Electronics,435.58,5,Australia,False,2177.9
O506739,C103528,2023-01-27,Electronics,423.63,3,United Kingdom,False,1270.89
O531292,C116694,2023-01-27,Beauty,43.53,1,France,False,43.53
O536580,C119491,2023-01-27,Home & Kitchen,192.48,1,France,False,192.48
O530605,C116342,2023-01-27,Electronics,476.14,1,United Kingdom,False,476.14
O518199,C109709,2023-01-27,Sports & Outdoors,199.85,1,United Kingdom,False,199.85
O501066,C100594,2023-01-27,Fashion,92.39,1,Germany,False,92.39
O505651,C102940,2023-01-27,Books,36.46,1,Germany,False,36.46
O503000,C101579,2023-01-27,Books,40.59,3,United States,False,121.77
O513603,C107306,2023-01-27,Toys,150.0,1,United Kingdom,False,150.0
O520039,C110720,2023-01-27,Home & Kitchen,98.68,1,United Kingdom,False,98.68
O517606,C109389,2023-01-27,Fashion,93.1,1,United Kingdom,False,93.1
O522559,C112067,2023-01-27,Home & Kitchen,191.93,1,Netherlands,False,191.93
O502508,C101333,2023-01-27,Electronics,261.17,1,United Kingdom,False,261.17
O501190,C100636,2023-01-27,Fashion,128.75,1,United Kingdom,False,128.75
O501620,C100866,2023-01-27,Home & Kitchen,122.74,1,United Kingdom,False,122.74
O530990,C116533,2023-01-27,Fashion,49.84,1,Australia,False,49.84
O502912,C101537,2023-01-27,Home & Kitchen,134.99,1,United Kingdom,False,134.99
O515777,C108432,2023-01-27,Fashion,70.69,2,United Kingdom,False,141.38
O520688,C111039,2023-01-27,Electronics,378.34,2,Ireland,False,756.68
O515773,C108430,2023-01-27,Beauty,72.54,1,Spain,False,72.54
O500226,C100142,2023-01-27,Toys,77.03,5,United States,False,385.15
O519928,C110665,2023-01-27,Electronics,207.21,1,Spain,False,207.21
O535524,C118939,2023-01-27,Fashion,71.3,1,United Kingdom,False,71.3
O537280,C119866,2023-01-27,Fashion,180.0,1,France,False,180.0
O520155,C110769,2023-01-27,Beauty,76.21,1,United States,False,76.21
O530312,C116207,2023-01-27,Beauty,33.66,1,Germany,True,0.0
O510786,C105776,2023-01-27,Sports & Outdoors,184.87,1,Australia,False,184.87
O513846,C107440,2023-01-27,Electronics,900.0,1,Ireland,False,900.0
O507540,C103961,2023-01-27,Home & Kitchen,91.5,1,United Kingdom,False,91.5
O528929,C115530,2023-01-28,Books,33.67,3,United Kingdom,False,101.01
O519269,C110300,2023-01-28,Beauty,39.09,1,United Kingdom,False,39.09
O529008,C115571,2023-01-28,Toys,53.27,1,United Kingdom,False,53.27
O523299,C112463,2023-01-28,Fashion,27.38,1,United States,False,27.38
O516984,C109078,2023-01-28,Toys,62.77,4,Spain,True,0.0
O500353,C100213,2023-01-28,Home & Kitchen,89.47,1,United Kingdom,False,89.47
O535164,C118754,2023-01-28,Sports & Outdoors,108.17,1,United Kingdom,False,108.17
O518974,C110139,2023-01-28,Sports & Outdoors,276.55,1,Netherlands,False,276.55
O532781,C117439,2023-01-28,Home & Kitchen,157.18,1,United Kingdom,False,157.18
O504754,C102486,2023-01-28,Fashion,94.41,1,United Kingdom,False,94.41
O526278,C114068,2023-01-28,Beauty,74.95,1,United Kingdom,False,74.95
O535610,C118997,2023-01-28,Electronics,723.47,2,United Kingdom,False,1446.94
O536682,C119545,2023-01-28,Sports & Outdoors,137.68,4,Germany,False,550.72
O534787,C118530,2023-01-28,Fashion,180.0,5,United Kingdom,False,900.0
O527040,C114496,2023-01-28,Home & Kitchen,138.11,1,United States,False,138.11
O507997,C104218,2023-01-28,Fashion,104.23,1,United States,False,104.23
O511173,C105991,2023-01-28,Fashion,51.63,1,Ireland,False,51.63
O519964,C110686,2023-01-28,Electronics,823.51,1,Ireland,False,823.51
O503648,C101908,2023-01-28,Fashion,63.13,3,United States,False,189.39
O516310,C108723,2023-01-28,Sports & Outdoors,124.67,1,France,False,124.67
O503064,C101613,2023-01-28,Sports & Outdoors,213.68,1,United States,False,213.68
O516255,C108679,2023-01-28,Beauty,53.93,1,United States,False,53.93
O500967,C100540,2023-01-28,Fashion,66.53,1,United Kingdom,False,66.53
O515016,C108038,2023-01-28,Beauty,37.78,1,France,False,37.78
O516151,C108641,2023-01-28,Toys,84.1,1,United Kingdom,False,84.1
O516365,C108753,2023-01-28,Home & Kitchen,75.08,1,Netherlands,False,75.08
O503323,C101736,2023-01-28,Beauty,36.28,1,United Kingdom,False,36.28
O520468,C110945,2023-01-28,Books,51.79,1,Ireland,False,51.79
O516090,C108603,2023-01-28,Sports & Outdoors,384.57,1,United Kingdom,False,384.57
O536046,C119209,2023-01-28,Home & Kitchen,101.14,1,United Kingdom,False,101.14
O522748,C112162,2023-01-28,Toys,53.14,1,Spain,False,53.14
O515442,C108253,2023-01-28,Home & Kitchen,246.93,4,United Kingdom,False,987.72
O526747,C114321,2023-01-28,Sports & Outdoors,83.21,1,Germany,False,83.21
O525674,C113770,2023-01-28,Fashion,167.58,1,France,False,167.58
O515554,C108316,2023-01-28,Books,60.0,1,United Kingdom,False,60.0
O509333,C104953,2023-01-28,Books,41.16,1,France,True,0.0
O509532,C105075,2023-01-28,Toys,109.75,1,United Kingdom,False,109.75
O534002,C118093,2023-01-28,Home & Kitchen,168.91,1,United Kingdom,False,168.91
O522701,C112139,2023-01-28,Beauty,120.0,1,Germany,False,120.0
O515226,C108132,2023-01-28,Books,45.63,1,United Kingdom,False,45.63
O521197,C111339,2023-01-28,Books,30.83,1,United Kingdom,False,30.83
O500242,C100155,2023-01-29,Fashion,94.88,1,Germany,False,94.88
O522513,C112038,2023-01-29,Fashion,62.52,1,Germany,False,62.52
O519639,C110504,2023-01-29,Toys,68.74,1,Spain,False,68.74
O522493,C112024,2023-01-29,Fashion,61.86,1,United States,False,61.86
O517930,C109565,2023-01-29,Beauty,115.95,4,Germany,False,463.8
O508976,C104745,2023-01-29,Home & Kitchen,95.08,1,United Kingdom,False,95.08
O512512,C106732,2023-01-29,Toys,150.0,2,United States,False,300.0
O502269,C101193,2023-01-29,Toys,47.1,2,United States,False,94.2
O512320,C106614,2023-01-29,Sports & Outdoors,168.73,1,United Kingdom,False,168.73
O516110,C108614,2023-01-29,Books,25.95,1,United Kingdom,False,25.95
O534929,C118619,2023-01-29,Beauty,50.79,1,United States,False,50.79
O511488,C106170,2023-01-29,Sports & Outdoors,400.0,3,Netherlands,True,0.0
O527534,C114724,2023-01-29,Toys,87.92,1,Germany,False,87.92
O526656,C114273,2023-01-29,Books,23.78,1,United Kingdom,False,23.78
O528541,C115310,2023-01-29,Toys,120.95,1,United Kingdom,False,120.95
O522150,C111861,2023-01-29,Sports & Outdoors,106.75,1,Spain,False,106.75
O533568,C117895,2023-01-29,Sports & Outdoors,305.76,2,Spain,False,611.52
O519063,C110197,2023-01-29,Books,36.75,2,United Kingdom,False,73.5
O523020,C112307,2023-01-29,Books,22.46,1,Germany,False,22.46
O530409,C116252,2023-01-29,Sports & Outdoors,315.74,1,United States,False,315.74
O512270,C106593,2023-01-29,Beauty,92.53,1,United Kingdom,False,92.53
O516454,C108807,2023-01-29,Electronics,848.95,1,United Kingdom,False,848.95
O533860,C118029,2023-01-29,Fashion,67.68,1,Germany,False,67.68
O522969,C112288,2023-01-29,Toys,111.75,1,Netherlands,False,111.75
O523895,C112810,2023-01-29,Beauty,38.5,1,France,False,38.5
O525338,C113584,2023-01-29,Fashion,111.09,1,United Kingdom,False,111.09
O528110,C115065,2023-01-29,Fashion,180.0,1,Spain,False,180.0
O522215,C111896,2023-01-29,Fashion,174.5,1,France,False,174.5
O510212,C105454,2023-01-29,Home & Kitchen,250.0,1,Ireland,False,250.0
O535236,C118792,2023-01-29,Fashion,50.56,1,Germany,False,50.56
O509448,C105036,2023-01-29,Toys,54.57,1,Ireland,False,54.57
O508754,C104609,2023-01-29,Beauty,28.95,3,United Kingdom,False,86.85
O513804,C107421,2023-01-29,Sports & Outdoors,156.19,2,United Kingdom,False,312.38
O504296,C102251,2023-01-29,Fashion,107.84,1,United States,False,107.84
O509855,C105271,2023-01-29,Beauty,80.73,1,France,False,80.73
O516920,C109051,2023-01-29,Electronics,357.71,4,United Kingdom,False,1430.84
O535634,C119002,2023-01-29,Electronics,392.33,1,United Kingdom,False,392.33
O528795,C115455,2023-01-29,Home & Kitchen,122.3,1,Germany,False,122.3
O515846,C108464,2023-01-30,Fashion,87.82,1,Spain,False,87.82
O510062,C105371,2023-01-30,Toys,60.01,1,United Kingdom,False,60.01
O508398,C104436,2023-01-30,Toys,92.84,1,Spain,False,92.84
O518635,C109970,2023-01-30,Electronics,305.01,1,Australia,False,305.01
O514912,C107984,2023-01-30,Home & Kitchen,73.76,1,Australia,False,73.76
O506876,C103598,2023-01-30,Home & Kitchen,170.18,1,United Kingdom,False,170.18
O507479,C103929,2023-01-30,Beauty,39.43,1,Australia,False,39.43
O512879,C106927,2023-01-30,Books,30.71,1,Ireland,False,30.71
O501949,C101026,2023-01-30,Fashion,104.09,3,United Kingdom,False,312.27
O503297,C101722,2023-01-30,Home & Kitchen,250.0,1,Germany,False,250.0
O503440,C101802,2023-01-30,Beauty,58.75,1,Germany,False,58.75
O513593,C107299,2023-01-30,Beauty,80.13,1,United States,False,80.13
O509227,C104895,2023-01-30,Fashion,79.64,1,United Kingdom,False,79.64
O514314,C107670,2023-01-30,Electronics,259.6,1,Germany,False,259.6
O528036,C115027,2023-01-30,Fashion,48.54,1,Spain,False,48.54
O517133,C109162,2023-01-30,Fashion,134.42,1,United Kingdom,False,134.42
O536997,C119711,2023-01-30,Beauty,58.86,1,Germany,False,58.86
O522108,C111837,2023-01-30,Toys,73.75,1,Germany,False,73.75
O525516,C113675,2023-01-30,Sports & Outdoors,377.18,1,Netherlands,False,377.18
O524206,C112983,2023-01-30,Fashion,161.32,1,France,False,161.32
O517623,C109399,2023-01-30,Home & Kitchen,177.35,5,United Kingdom,True,0.0
O533372,C117780,2023-01-30,Sports & Outdoors,284.39,1,United Kingdom,False,284.39
O501181,C100630,2023-01-30,Home & Kitchen,93.28,1,France,False,93.28
O502497,C101325,2023-01-30,Fashion,55.86,1,Spain,False,55.86
O536456,C119431,2023-01-30,Sports & Outdoors,241.23,1,United Kingdom,False,241.23
O529790,C115956,2023-01-30,Toys,57.65,1,United Kingdom,False,57.65
O511083,C105940,2023-01-30,Beauty,55.01,1,Germany,False,55.01
O529493,C115818,2023-01-30,Home & Kitchen,170.23,1,Netherlands,False,170.23
O504427,C102314,2023-01-30,Fashion,73.25,1,United Kingdom,False,73.25
O500901,C100511,2023-01-30,Beauty,75.47,1,United Kingdom,False,75.47
O533292,C117734,2023-01-30,Home & Kitchen,71.91,1,France,False,71.91
O531255,C116671,2023-01-30,Sports & Outdoors,187.39,1,Ireland,False,187.39
O533397,C117794,2023-01-30,Home & Kitchen,146.79,1,United States,False,146.79
O529317,C115737,2023-01-30,Fashion,98.74,1,Australia,False,98.74
O528673,C115389,2023-01-30,Beauty,74.35,1,United Kingdom,False,74.35
O536656,C119529,2023-01-30,Books,18.21,1,Netherlands,False,18.21
O522077,C111814,2023-01-30,Home & Kitchen,123.07,1,United Kingdom,False,123.07
O507784,C104105,2023-01-30,Beauty,52.7,1,United Kingdom,True,0.0
O529611,C115863,2023-01-30,Home & Kitchen,95.22,1,Spain,False,95.22
O535952,C119166,2023-01-30,Beauty,93.29,1,France,False,93.29
O530690,C116382,2023-01-30,Electronics,372.12,1,France,False,372.12
O514593,C107824,2023-01-30,Toys,74.98,4,France,False,299.92
O511355,C106093,2023-01-30,Electronics,599.35,1,Germany,False,599.35
O500771,C100440,2023-01-30,Beauty,60.34,5,United Kingdom,False,301.7
O505586,C102910,2023-01-31,Fashion,180.0,1,United Kingdom,False,180.0
O510417,C105569,2023-01-31,Fashion,63.76,5,Australia,False,318.8
O525188,C113523,2023-01-31,Home & Kitchen,142.05,1,Ireland,False,142.05
O504418,C102310,2023-01-31,Home & Kitchen,246.63,1,United Kingdom,False,246.63
O522372,C111962,2023-01-31,Home & Kitchen,95.15,3,Germany,False,285.45
O526796,C114352,2023-01-31,Sports & Outdoors,297.46,4,United Kingdom,False,1189.84
O515089,C108069,2023-01-31,Beauty,114.43,4,United Kingdom,False,457.72
O517832,C109514,2023-01-31,Fashion,67.1,1,France,False,67.1
O527914,C114963,2023-01-31,Fashion,55.65,1,Germany,False,55.65
O511670,C106278,2023-01-31,Beauty,67.99,1,Germany,False,67.99
O509000,C104757,2023-01-31,Electronics,642.37,1,United Kingdom,False,642.37
O502612,C101383,2023-01-31,Beauty,39.14,4,Germany,False,156.56
O535096,C118718,2023-01-31,Fashion,97.43,1,United Kingdom,False,97.43
O515038,C108047,2023-01-31,Electronics,584.03,1,United Kingdom,False,584.03
O535491,C118924,2023-01-31,Beauty,50.03,1,France,True,0.0
O512722,C106842,2023-01-31,Sports & Outdoors,400.0,4,United Kingdom,False,1600.0
O500694,C100404,2023-01-31,Sports & Outdoors,168.94,1,United Kingdom,False,168.94
O528387,C115230,2023-01-31,Books,34.13,1,United States,False,34.13
O527503,C114701,2023-01-31,Fashion,95.98,1,Spain,False,95.98
O516732,C108956,2023-01-31,Home & Kitchen,95.17,5,Germany,False,475.85
O503570,C101866,2023-01-31,Home & Kitchen,117.15,3,United Kingdom,False,351.45
O507137,C103752,2023-01-31,Beauty,62.57,1,United Kingdom,False,62.57
O526260,C114058,2023-01-31,Beauty,60.17,1,United Kingdom,False,60.17
O514644,C107845,2023-01-31,Home & Kitchen,122.7,1,United States,False,122.7
O511373,C106103,2023-01-31,Electronics,900.0,2,United Kingdom,False,1800.0
O521892,C111719,2023-01-31,Home & Kitchen,133.33,1,United States,False,133.33
O537392,C119924,2023-01-31,Home & Kitchen,68.86,1,United Kingdom,False,68.86
O533101,C117631,2023-01-31,Beauty,107.12,1,United Kingdom,False,107.12
O533124,C117637,2023-01-31,Books,14.05,1,Ireland,False,14.05
O520463,C110944,2023-01-31,Fashion,47.78,1,Germany,False,47.78
O534723,C118498,2023-01-31,Electronics,900.0,1,United Kingdom,False,900.0
O534634,C118446,2023-01-31,Sports & Outdoors,287.47,4,Netherlands,False,1149.88
O508058,C104254,2023-01-31,Sports & Outdoors,105.74,3,United Kingdom,False,317.22
O513052,C107021,2023-01-31,Home & Kitchen,209.24,4,United Kingdom,False,836.96
O513018,C107008,2023-01-31,Sports & Outdoors,186.56,1,Netherlands,False,186.56
O512296,C106606,2023-01-31,Sports & Outdoors,109.46,1,Ireland,False,109.46
O523284,C112453,2023-01-31,Home & Kitchen,130.03,1,United States,False,130.03
O519346,C110340,2023-01-31,Fashion,79.73,1,Netherlands,False,79.73
O512212,C106562,2023-01-31,Electronics,492.33,1,United States,False,492.33
O515800,C108444,2023-01-31,Fashion,136.82,1,United Kingdom,False,136.82
O518400,C109825,2023-01-31,Beauty,87.2,1,Spain,False,87.2
O526482,C114184,2023-01-31,Electronics,627.88,1,Germany,False,627.88
O537347,C119905,2023-01-31,Electronics,355.52,1,Netherlands,False,355.52
O521688,C111604,2023-01-31,Books,60.0,1,United Kingdom,False,60.0
O503462,C101818,2023-01-31,Electronics,626.38,1,Ireland,False,626.38
O525310,C113576,2023-01-31,Toys,126.51,1,United Kingdom,False,126.51
O515398,C108234,2023-01-31,Books,60.0,1,United Kingdom,False,60.0
O535941,C119158,2023-01-31,Books,32.96,5,United Kingdom,True,0.0
O512916,C106948,2023-01-31,Books,28.97,1,United Kingdom,False,28.97
O534087,C118142,2023-01-31,Books,36.29,1,Germany,False,36.29
O524003,C112864,2023-01-31,Electronics,411.63,1,United Kingdom,False,411.63
O521428,C111483,2023-02-01,Beauty,38.08,1,United Kingdom,False,38.08
O500270,C100169,2023-02-01,Sports & Outdoors,400.0,1,United Kingdom,False,400.0
O503391,C101768,2023-02-01,Beauty,62.41,1,France,False,62.41
O515378,C108223,2023-02-01,Books,16.76,3,Australia,False,50.28
O517658,C109419,2023-02-01,Fashion,98.37,4,United Kingdom,True,0.0
O525329,C113578,2023-02-01,Toys,132.47,4,Ireland,False,529.88
O528001,C115007,2023-02-01,Fashion,116.56,1,United Kingdom,False,116.56
O517408,C109281,2023-02-01,Electronics,304.79,1,United Kingdom,False,304.79
O527978,C114994,2023-02-01,Books,30.53,1,Australia,False,30.53
O515162,C108096,2023-02-01,Toys,55.04,1,Ireland,False,55.04
O527115,C114531,2023-02-01,Books,27.19,1,United Kingdom,False,27.19
O511158,C105983,2023-02-01,Toys,57.15,1,France,False,57.15
O522610,C112081,2023-02-01,Home & Kitchen,229.01,5,Australia,False,1145.05
O502776,C101459,2023-02-01,Electronics,539.13,1,Netherlands,True,0.0
O515975,C108537,2023-02-01,Fashion,165.48,1,United Kingdom,False,165.48
O501067,C100595,2023-02-01,Beauty,120.0,3,United Kingdom,False,360.0
O513221,C107114,2023-02-01,Toys,50.77,3,France,False,152.31
O534424,C118331,2023-02-01,Electronics,482.81,1,United Kingdom,False,482.81
O516753,C108970,2023-02-01,Electronics,244.46,1,United Kingdom,False,244.46
O510617,C105697,2023-02-01,Toys,47.58,2,United Kingdom,False,95.16
O527468,C114685,2023-02-01,Fashion,149.26,1,Germany,False,149.26
O522754,C112167,2023-02-01,Sports & Outdoors,223.42,1,France,False,223.42
O534507,C118382,2023-02-01,Beauty,66.97,1,Spain,False,66.97
O509231,C104898,2023-02-01,Electronics,535.21,2,United Kingdom,False,1070.42
O501636,C100872,2023-02-01,Home & Kitchen,57.12,1,United States,False,57.12
O518050,C109628,2023-02-01,Beauty,32.64,1,France,True,0.0
O516531,C108831,2023-02-01,Home & Kitchen,70.57,1,France,False,70.57
O524739,C113279,2023-02-01,Home & Kitchen,179.55,1,United States,False,179.55
O508115,C104273,2023-02-01,Toys,40.8,2,United Kingdom,False,81.6
O506944,C103638,2023-02-01,Toys,88.64,1,United Kingdom,False,88.64
O517922,C109559,2023-02-01,Fashion,84.13,1,France,False,84.13
O506958,C103649,2023-02-01,Fashion,180.0,1,Germany,False,180.0
O527645,C114790,2023-02-01,Fashion,112.66,1,United Kingdom,True,0.0
O524029,C112881,2023-02-01,Fashion,20.62,1,United States,False,20.62
O536695,C119555,2023-02-01,Electronics,438.07,5,United Kingdom,False,2190.35
O500040,C100022,2023-02-01,Beauty,91.89,1,France,False,91.89
O517135,C109164,2023-02-01,Home & Kitchen,127.63,5,United Kingdom,False,638.15
O501292,C100687,2023-02-01,Toys,112.25,1,United Kingdom,False,112.25
O515017,C108039,2023-02-01,Fashion,89.75,1,United States,False,89.75
O515496,C108280,2023-02-01,Fashion,81.72,1,France,False,81.72
O513391,C107203,2023-02-01,Home & Kitchen,128.59,1,Germany,False,128.59
O537376,C119918,2023-02-01,Home & Kitchen,134.93,1,United Kingdom,False,134.93
O519951,C110679,2023-02-01,Home & Kitchen,145.47,4,United Kingdom,False,581.88
O506494,C103404,2023-02-01,Sports & Outdoors,310.59,1,United Kingdom,False,310.59
O518130,C109669,2023-02-02,Electronics,808.62,1,United Kingdom,False,808.62
O518239,C109729,2023-02-02,Electronics,444.16,1,United Kingdom,False,444.16
O532009,C117045,2023-02-02,Electronics,658.85,1,Germany,False,658.85
O506975,C103661,2023-02-02,Toys,95.04,2,United Kingdom,False,190.08
O531738,C116924,2023-02-02,Home & Kitchen,212.98,1,Spain,False,212.98
O527223,C114569,2023-02-02,Home & Kitchen,126.81,1,United Kingdom,False,126.81
O531306,C116702,2023-02-02,Sports & Outdoors,142.78,1,France,False,142.78
O512946,C106970,2023-02-02,Home & Kitchen,190.88,4,United Kingdom,False,763.52
O508812,C104645,2023-02-02,Books,39.4,1,United Kingdom,False,39.4
O506665,C103493,2023-02-02,Fashion,67.45,1,Ireland,False,67.45
O502770,C101456,2023-02-02,Fashion,101.96,4,Spain,False,407.84
O522925,C112261,2023-02-02,Electronics,500.32,1,Germany,False,500.32
O528945,C115533,2023-02-02,Sports & Outdoors,133.23,1,United Kingdom,False,133.23
O523048,C112327,2023-02-02,Electronics,376.41,1,France,False,376.41
O535331,C118832,2023-02-02,Sports & Outdoors,235.63,2,Australia,False,471.26
O534007,C118098,2023-02-02,Home & Kitchen,125.61,1,Germany,False,125.61
O506442,C103379,2023-02-02,Fashion,33.21,1,Ireland,False,33.21
O514159,C107601,2023-02-02,Fashion,116.33,1,France,False,116.33
O514259,C107644,2023-02-02,Toys,150.0,1,France,False,150.0
O516446,C108800,2023-02-02,Fashion,125.67,1,Spain,False,125.67
O516672,C108924,2023-02-02,Toys,93.47,1,United Kingdom,False,93.47
O517368,C109265,2023-02-02,Electronics,678.45,1,United Kingdom,False,678.45
O526185,C114028,2023-02-02,Sports & Outdoors,258.2,1,United Kingdom,False,258.2
O511566,C106209,2023-02-02,Beauty,96.3,1,United Kingdom,False,96.3
O520405,C110913,2023-02-02,Beauty,97.05,1,Ireland,False,97.05
O524710,C113264,2023-02-02,Sports & Outdoors,209.28,1,United Kingdom,False,209.28
O505511,C102891,2023-02-02,Toys,36.76,4,Australia,False,147.04
O533412,C117801,2023-02-02,Books,28.96,1,Spain,False,28.96
O530766,C116420,2023-02-02,Fashion,66.81,1,United Kingdom,False,66.81
O511681,C106285,2023-02-02,Home & Kitchen,136.12,1,Germany,False,136.12
O507366,C103874,2023-02-02,Books,36.78,1,Spain,False,36.78
O532572,C117319,2023-02-02,Electronics,331.88,5,Australia,False,1659.4
O510623,C105700,2023-02-02,Electronics,393.24,3,United Kingdom,False,1179.72
O501057,C100587,2023-02-02,Sports & Outdoors,254.6,2,France,False,509.2
O521370,C111446,2023-02-02,Fashion,154.73,1,United Kingdom,False,154.73
O516914,C109048,2023-02-02,Home & Kitchen,171.48,4,United Kingdom,False,685.92
